Meter over havet;0-49 m;50-99 m;100-149 m;150-199 m;200-249 m;250-299 m;300-399 m;400-499 m;500-599 m;600-699 m;700-799 m;800-899 m;900-999 m;1000-1099 m;1100-1199 m;1200-1299 m;1300-1399 m;1400-1499 m;1500-1599 m;1600-1699 m;1700-1799 m;1800-1899 m;1900-1999 m;2000-2099 m;2100-2199 m;2200-2299 m;2300-2399 m;2400-2499 m
Fritidsbygg;164119;26022;15886;17931;14440;13233;27100;25972;24693;27986;30954;37960;30478;9288;1166;283;28;4;1;1;0;0;0;0;0;0;0;0
