Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T18:00+01:00;2024-01-17T19:00+01:00;2024-01-17;18:00;19:00;Totalt;377;100,0;1;1;0;0;100,00;359;18;3;5;9;1;1;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T19:00+01:00;2024-01-17T20:00+01:00;2024-01-17;19:00;20:00;1;150;100,0;1;1;0;1;99,33;142;7;2;1;4;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T19:00+01:00;2024-01-17T20:00+01:00;2024-01-17;19:00;20:00;2;64;100,0;1;1;0;0;100,00;63;1;0;1;0;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T19:00+01:00;2024-01-17T20:00+01:00;2024-01-17;19:00;20:00;3;45;100,0;1;1;0;0;100,00;43;2;0;1;1;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T19:00+01:00;2024-01-17T20:00+01:00;2024-01-17;19:00;20:00;4;127;100,0;1;1;0;0;100,00;121;6;0;3;3;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T19:00+01:00;2024-01-17T20:00+01:00;2024-01-17;19:00;20:00;Totalt i retning RETN. VEST;195;100,0;1;1;0;1;99,49;185;9;2;2;5;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T19:00+01:00;2024-01-17T20:00+01:00;2024-01-17;19:00;20:00;Totalt i retning V/INFORAMA;191;100,0;1;1;0;0;100,00;184;7;0;4;3;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T19:00+01:00;2024-01-17T20:00+01:00;2024-01-17;19:00;20:00;Totalt;386;100,0;1;1;0;1;99,74;369;16;2;6;8;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T20:00+01:00;2024-01-17T21:00+01:00;2024-01-17;20:00;21:00;1;139;100,0;1;1;0;0;100,00;130;9;2;3;4;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T20:00+01:00;2024-01-17T21:00+01:00;2024-01-17;20:00;21:00;2;46;100,0;1;1;0;0;100,00;45;1;1;0;0;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T20:00+01:00;2024-01-17T21:00+01:00;2024-01-17;20:00;21:00;3;39;100,0;1;1;0;0;100,00;38;1;1;0;0;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T20:00+01:00;2024-01-17T21:00+01:00;2024-01-17;20:00;21:00;4;97;100,0;1;1;0;0;100,00;86;11;5;2;4;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T20:00+01:00;2024-01-17T21:00+01:00;2024-01-17;20:00;21:00;Totalt i retning RETN. VEST;178;100,0;1;1;0;0;100,00;168;10;3;3;4;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T20:00+01:00;2024-01-17T21:00+01:00;2024-01-17;20:00;21:00;Totalt i retning V/INFORAMA;143;100,0;1;1;0;0;100,00;131;12;6;2;4;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T20:00+01:00;2024-01-17T21:00+01:00;2024-01-17;20:00;21:00;Totalt;321;100,0;1;1;0;0;100,00;299;22;9;5;8;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T21:00+01:00;2024-01-17T22:00+01:00;2024-01-17;21:00;22:00;1;110;100,0;1;1;0;0;100,00;105;5;0;2;3;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T21:00+01:00;2024-01-17T22:00+01:00;2024-01-17;21:00;22:00;2;9;100,0;1;1;0;0;100,00;8;1;0;1;0;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T21:00+01:00;2024-01-17T22:00+01:00;2024-01-17;21:00;22:00;3;35;100,0;1;1;0;0;100,00;35;0;0;0;0;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T21:00+01:00;2024-01-17T22:00+01:00;2024-01-17;21:00;22:00;4;39;100,0;1;1;0;0;100,00;33;6;1;3;2;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T21:00+01:00;2024-01-17T22:00+01:00;2024-01-17;21:00;22:00;Totalt i retning RETN. VEST;145;100,0;1;1;0;0;100,00;140;5;0;2;3;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T21:00+01:00;2024-01-17T22:00+01:00;2024-01-17;21:00;22:00;Totalt i retning V/INFORAMA;48;100,0;1;1;0;0;100,00;41;7;1;4;2;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T21:00+01:00;2024-01-17T22:00+01:00;2024-01-17;21:00;22:00;Totalt;193;100,0;1;1;0;0;100,00;181;12;1;6;5;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T22:00+01:00;2024-01-17T23:00+01:00;2024-01-17;22:00;23:00;1;33;100,0;1;1;0;0;100,00;28;5;0;3;2;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T22:00+01:00;2024-01-17T23:00+01:00;2024-01-17;22:00;23:00;2;6;100,0;1;1;0;0;100,00;4;2;0;2;0;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T22:00+01:00;2024-01-17T23:00+01:00;2024-01-17;22:00;23:00;3;5;100,0;1;1;0;0;100,00;3;2;0;2;0;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T22:00+01:00;2024-01-17T23:00+01:00;2024-01-17;22:00;23:00;4;29;100,0;1;1;0;0;100,00;21;8;1;5;2;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T22:00+01:00;2024-01-17T23:00+01:00;2024-01-17;22:00;23:00;Totalt i retning RETN. VEST;38;100,0;1;1;0;0;100,00;31;7;0;5;2;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T22:00+01:00;2024-01-17T23:00+01:00;2024-01-17;22:00;23:00;Totalt i retning V/INFORAMA;35;100,0;1;1;0;0;100,00;25;10;1;7;2;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T22:00+01:00;2024-01-17T23:00+01:00;2024-01-17;22:00;23:00;Totalt;73;100,0;1;1;0;0;100,00;56;17;1;12;4;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T23:00+01:00;2024-01-18T00:00+01:00;2024-01-17;23:00;00:00;1;13;100,0;1;1;0;0;100,00;9;4;0;2;2;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T23:00+01:00;2024-01-18T00:00+01:00;2024-01-17;23:00;00:00;2;2;100,0;1;1;0;0;100,00;2;0;0;0;0;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T23:00+01:00;2024-01-18T00:00+01:00;2024-01-17;23:00;00:00;3;8;100,0;1;1;0;0;100,00;7;1;0;1;0;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T23:00+01:00;2024-01-18T00:00+01:00;2024-01-17;23:00;00:00;4;24;100,0;1;1;0;0;100,00;20;4;0;1;3;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T23:00+01:00;2024-01-18T00:00+01:00;2024-01-17;23:00;00:00;Totalt i retning RETN. VEST;21;100,0;1;1;0;0;100,00;16;5;0;3;2;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T23:00+01:00;2024-01-18T00:00+01:00;2024-01-17;23:00;00:00;Totalt i retning V/INFORAMA;26;100,0;1;1;0;0;100,00;22;4;0;1;3;0;0;0
11693V443793;BARUM SANDVIKVEIEN;FV1424 S1D1 m127;2024-01-17T23:00+01:00;2024-01-18T00:00+01:00;2024-01-17;23:00;00:00;Totalt;47;100,0;1;1;0;0;100,00;38;9;0;4;5;0;0;0
